,acf,x
136,0.019316146967186365,0.06603955628073893
137,0.016507172568861698,-0.08926875316954491
138,0.017103677249104773,0.029893914510832426
139,0.017806941285783452,-0.06213771062574615
140,0.01835537647110283,-0.39129839760807117
141,0.018743398890084858,-0.4045580243995851
142,0.019785965367479817,-0.44024380562362236
143,0.019988982207338066,-0.2993330725678257
144,0.02116176216086948,-0.2840237484744134
145,0.019387132746649514,-0.3848557569304397
146,0.019602314920883837,-0.36775453631569954
147,0.019521301559706213,-0.2249711065682846
148,0.01938254114178671,-0.3718213040455264
149,0.019515320055898257,-0.5783632441313601
150,0.0182390917702431,-0.3891442043511899
151,0.01719212524695057,-0.4042998799524761
152,0.013999874956382488,-0.31446537106833966
153,0.013113980877483857,-0.27333737058465674
154,0.010911089641790432,0.09632241225192589
155,0.0078860037718417,0.0009242344868169577
156,0.0076891205758095795,0.3431604127627391
157,0.007294431020395098,0.058574242413169775
158,0.007245538541200074,0.05236466554523918
159,0.005561030365148873,0.010733846591717423
160,0.00538618333792058,0.1582289368214499
161,0.005087400157470234,0.33630250251073657
162,0.004075624688735593,0.34082946095882605
163,0.003695492116188291,0.5074891319354091
164,0.0049038757300957,0.25568142510936387
165,0.008352551883134725,0.2696017539013923
166,0.013314910812190106,0.3483318802912703
167,0.01854405815899226,0.3678956745383126
168,0.022072115482803856,0.4309712691055631
169,0.02606330150537854,0.4564739533634906
170,0.02779169093161837,0.6667148436157337
171,0.02974005640238217,0.7388228418710637
172,0.030179320363071017,0.8121717981033716
173,0.029697842052428872,0.7256887315103806
174,0.02950461592863728,0.7673459147371863
175,0.029287615955934175,0.6017681227680669
176,0.029430300665768766,0.713241137252584
177,0.02920241860633063,0.6302685664956744
178,0.028674055952071887,0.4776891510444683
179,0.029167016402363556,0.43668245133664907
180,0.02988745323255297,0.5909579479366454
181,0.030672835476437905,0.791049347873057
182,0.030173837546706807,0.9018867565449635
183,0.030031251599779495,0.9617889503135926
184,0.029838740890414252,1.129239421179743
185,0.029589561368444595,1.2840918897438345
186,0.028906317351558453,1.2859603271590432
187,0.027809867424795864,1.4112701739345073
188,0.02593770690020214,1.5754877188385394
189,0.025802496745574208,1.6916316490411236
190,0.02441119973390794,1.6679263456622215
191,0.02356306120930504,1.7922895505536645
192,0.022428669923846897,1.7589478613340226
193,0.02056855618037653,1.6411490374486142
194,0.019518644627324704,1.6874703708841956
195,0.0164563421882621,1.6104029042368126
196,0.01365411947270614,1.446344255462907
197,0.010008101434660159,1.4132534181607925
198,0.007247313090204364,1.3003760059507516
199,0.0036195310285414705,1.3071359164484628
