,acf,x
0,0.31648258877458596,0.5538109668619319
1,0.3008896838316145,0.5579374843304379
2,0.28679153563724963,0.37747912925250016
3,0.27061849918027375,0.497615218544561
4,0.25324250957538696,0.31510067742484427
5,0.2367992745790723,0.31497462384363273
6,0.2208257048979188,0.061816812373031604
7,0.20682345847897882,0.1349032216324792
8,0.19191244740522634,0.04103683684643933
9,0.17767148456427692,0.08073255557863389
10,0.15963621598470987,0.1797390107846586
11,0.14276636716891777,0.03810664364650654
12,0.1287535942068664,0.381397007053225
13,0.11476140107346289,0.31819996041743215
14,0.10524237176812962,0.20285701525026212
15,0.09774160830042629,0.17565994616602368
16,0.09166577343116888,0.21729607966493444
17,0.0875185805345109,0.14231758918020587
18,0.08316219345136544,0.25232162468835134
19,0.07548105472988598,0.0983382099530564
20,0.0705590797456857,0.10501863830220186
21,0.06789860635413325,0.13579436297001732
22,0.06560117386645765,0.1773751781229549
23,0.06381328663667879,0.09123912532638924
24,0.061355956074746615,0.08840237266526872
25,0.05767986726615723,0.06436619428069351
26,0.05028310722812602,0.023433461397159204
27,0.04271905386621372,0.12403168550198042
28,0.033055522264134655,0.025859717532969312
29,0.02333565056157245,-0.12792085685904797
30,0.01569385175728533,-0.03302470910448373
31,0.009688417440903731,-0.29303446013730916
32,0.004728920225442394,-0.26514397404223944
33,0.0024422588948216626,-0.4370363131598891
34,-0.003361707990052457,-0.48083776911659504
35,-0.008023840869668982,-0.2671853469743669
36,-0.013461625786721353,0.015817379855666502
37,-0.02273656607515548,0.2604788401209802
38,-0.030535926196212843,0.36837094816039384
39,-0.03769856455124785,0.21249253029287865
40,-0.041778613583375784,0.227940109394214
41,-0.043758438546575726,0.35814653033913024
42,-0.04609366721738229,0.14361399384573237
43,-0.0495021671187536,-0.08628016815447825
44,-0.05427104337822473,0.0035592540269054063
45,-0.05355371130504352,0.3441381368770266
46,-0.056022510539295196,0.32929011674257486
47,-0.05257476858336613,0.27794899900274456
48,-0.0491251693506388,0.46659071801681173
49,-0.045023425662978137,0.2513988293120849
50,-0.040664025057472616,0.27046269551347996
51,-0.036233996540010666,0.09408328937751631
52,-0.031553549789916285,-0.08517243143622516
53,-0.02879306538123135,0.09662929506666296
54,-0.02467707117050953,0.1279172592090911
55,-0.021939586060937075,0.3313469575607921
56,-0.019593344756256046,0.1914487344044385
57,-0.01911028479781612,0.38639990077726905
58,-0.018333433087725542,0.20934665793576476
59,-0.018097151207537507,0.16144553751001287
60,-0.02000576900704508,0.0650064416169121
61,-0.023143648943337175,-0.16912212046738134
62,-0.02842704787106105,-0.03104459300498419
63,-0.03182782018457905,0.20862736550431635
64,-0.03694870922945678,0.17749815169929106
65,-0.04311226006642021,0.20319224359911472
66,-0.04758815359020014,0.1538591429099913
67,-0.05333227296977294,0.05458563311603422
68,-0.0586876390884751,0.27248498905458257
69,-0.06309303762049306,0.2550018367357481
70,-0.06524680481215105,0.229363476604094
71,-0.06783896799854483,0.5976993445868606
72,-0.07013559069098542,0.7628404661032853
73,-0.07248752811732775,0.7411429941283483
74,-0.07613068039412432,0.7210948402536668
75,-0.07956264761217803,0.5692442946876494
76,-0.08247234708956902,0.4004354703810802
77,-0.08505267625957981,0.4459897475978749
78,-0.08608041864347925,0.49605011597560383
79,-0.08725071139822069,0.4291400850175192
80,-0.08508680686114381,0.5503253102814201
81,-0.08330722906973512,0.48885061960863546
82,-0.07994444545980764,0.3107130518289139
83,-0.07556374588164431,0.4165762825866839
84,-0.07150949843097797,0.1103586928201567
85,-0.06846769822520034,-0.03333034072075186
86,-0.06692006682896587,-0.2838209810622334
87,-0.062279346795858774,-0.48059717748899244
88,-0.05663884827696226,-0.46155807647558655
89,-0.052280756843782354,-0.43006307210814054
90,-0.046672260290030854,-0.3819683740381796
91,-0.043140941197240955,-0.516475658926334
92,-0.03997299976852808,-0.597674986907087
93,-0.03779312063063482,-0.46294073350303583
94,-0.03600157992383346,-0.522393701530514
95,-0.033462541595336875,-0.3289877645052238
96,-0.031105227468604103,-0.16986772832771918
97,-0.027111665566642195,-0.04400803378666046
98,-0.027365892559236243,-0.03578262427254023
99,-0.025972947566233865,-0.08319887272217606
100,-0.02655714284085127,-0.12256962271840387
101,-0.025111642804720957,-0.23115478355793107
102,-0.023552545394354394,-0.035452970134830314
103,-0.02186900261127854,-0.3998819991061454
104,-0.017155669232865368,-0.43626944842552995
105,-0.009301949468929399,-0.40175810505811105
106,0.0008345064733644051,-0.47141552549306315
107,0.00885327934686,-0.3795820598886495
108,0.018575187292689276,-0.5917436291006233
109,0.02697271050558631,-0.707823210158821
110,0.03366719730393506,-0.815289302852006
111,0.04157853084479741,-0.563002945524183
112,0.047866559001909594,-0.7058640289748823
113,0.05578103049406598,-0.6001513306274406
114,0.06187349051040656,-0.34031345853681355
115,0.06533919325117207,-0.6416365064543101
116,0.06789832008139217,-0.7618605135493755
117,0.06852078153589876,-0.6490141664043654
118,0.0679697855755618,-0.4785878335221915
119,0.06463645114069835,-0.283680271102144
120,0.06104217204642749,-0.2612993433273282
121,0.05720066324580393,0.01229043223418358
122,0.05318308882397178,-0.06032547939731934
123,0.04992232714465181,0.026341607449122777
124,0.04671270389517093,0.004848499442045996
125,0.042768154088171535,0.0833458120374802
126,0.037965588018160364,-0.06405097593626519
127,0.031473741043938366,0.027681128549537276
128,0.02591093078716249,-0.0781342016510086
129,0.022636254526897392,-0.07128443982857817
130,0.02185454361843164,0.04928483402315151
131,0.021754488641610434,0.05112394711736853
132,0.021200101518366665,0.13443520917904975
133,0.021446592692452294,0.0957732886731792
134,0.021814348927878337,-0.06290221890102769
135,0.021265363536434618,0.14727180543838875
