,A,A_std,mean,std,t,t_std
0,1.0518479058269627,0.001111614684587926,-0.35483775875327234,0.9260812401235446,94.23121940990643,18.052236448167935
1,1.2209991712716948,0.0023352629846949925,0.3926224118480301,0.9355745807291969,58.93309033767404,11.053519737908449
2,1.8948296187117544,0.00014412074090383782,-0.9926605305048419,1.0421604953396706,333.4928218874331,14.77697509089464
3,1.8652528303938132,0.0006039823219932425,0.9010456090342878,1.1897932764615513,253.9379863254465,29.304436495370137
4,0.9792066509593024,5.163373322717797e-05,0.936079189535672,0.6567660678519041,2213.212619230542,17490.97817020159
5,0.5359963350305628,0.00025214903638254483,-0.21301478265274176,0.6721732474906855,42.031125475461984,3.1732107408098202
6,3.849861393052064,0.032332799356832635,-0.4975370510193079,1.6813192237810388,93.16441831513586,38.33051569877285
7,0.7576414175127677,0.001325273933915841,-0.1323572524306732,0.8843139771682506,61.63790354087564,17.825492200714482
8,1.0356888080861868,0.005109760441444166,-0.4095906758537614,0.8798849022533038,34.860408455455016,11.931799121602445
9,1.7131382379057851,6.779361279523158e-05,0.6875328928712017,1.1077139435079681,141.51799468381057,0.9581530173228955
